set	assembly	species	clade	taxon_group	ploidy_n	haplotype	in_primary_matrix	asm_version	annot_version	genome_fasta_gz_bytes	genome_fasta_gz_bytes_note	has_reference_proteome	has_precomputed_interproscan	has_maizegdb_helixer_gff	url	genome_fasta	protein_fasta	gff3	interproscan_tsv	helixer_gff	entap	genome_fasta_url	protein_fasta_url	gff3_url	interproscan_tsv_url	helixer_gff_url	entap_url	n_files	notes
NAM_Founders	Zm-Il14H-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00028ab.1	616000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Il14H-REFERENCE-NAM-1.0/	Zm-Il14H-REFERENCE-NAM-1.0.fa.gz	Zm-Il14H-REFERENCE-NAM-1.0_Zm00028ab.1.protein.fa.gz	Zm-Il14H-REFERENCE-NAM-1.0_Zm00028ab.1.gff3.gz	Zm-Il14H-REFERENCE-NAM-1.0_Zm00028ab.1.interproscan.tsv.gz		Zm-Il14H-REFERENCE-NAM-1.0_Zm00028ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Il14H-REFERENCE-NAM-1.0/Zm-Il14H-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Il14H-REFERENCE-NAM-1.0/Zm-Il14H-REFERENCE-NAM-1.0_Zm00028ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Il14H-REFERENCE-NAM-1.0/Zm-Il14H-REFERENCE-NAM-1.0_Zm00028ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Il14H-REFERENCE-NAM-1.0/Zm-Il14H-REFERENCE-NAM-1.0_Zm00028ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Il14H-REFERENCE-NAM-1.0/Zm-Il14H-REFERENCE-NAM-1.0_Zm00028ab.1_entap_results.tsv.gz	43	
NAM_Founders	Zm-Ki11-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00030ab.1	644000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki11-REFERENCE-NAM-1.0/	Zm-Ki11-REFERENCE-NAM-1.0.fa.gz	Zm-Ki11-REFERENCE-NAM-1.0_Zm00030ab.1.protein.fa.gz	Zm-Ki11-REFERENCE-NAM-1.0_Zm00030ab.1.gff3.gz	Zm-Ki11-REFERENCE-NAM-1.0_Zm00030ab.1.interproscan.tsv.gz		Zm-Ki11-REFERENCE-NAM-1.0_Zm00030ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki11-REFERENCE-NAM-1.0/Zm-Ki11-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki11-REFERENCE-NAM-1.0/Zm-Ki11-REFERENCE-NAM-1.0_Zm00030ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki11-REFERENCE-NAM-1.0/Zm-Ki11-REFERENCE-NAM-1.0_Zm00030ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki11-REFERENCE-NAM-1.0/Zm-Ki11-REFERENCE-NAM-1.0_Zm00030ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki11-REFERENCE-NAM-1.0/Zm-Ki11-REFERENCE-NAM-1.0_Zm00030ab.1_entap_results.tsv.gz	46	
NAM_Founders	Zm-Ki3-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00029ab.1	635000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki3-REFERENCE-NAM-1.0/	Zm-Ki3-REFERENCE-NAM-1.0.fa.gz	Zm-Ki3-REFERENCE-NAM-1.0_Zm00029ab.1.protein.fa.gz	Zm-Ki3-REFERENCE-NAM-1.0_Zm00029ab.1.gff3.gz	Zm-Ki3-REFERENCE-NAM-1.0_Zm00029ab.1.interproscan.tsv.gz		Zm-Ki3-REFERENCE-NAM-1.0_Zm00029ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki3-REFERENCE-NAM-1.0/Zm-Ki3-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki3-REFERENCE-NAM-1.0/Zm-Ki3-REFERENCE-NAM-1.0_Zm00029ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki3-REFERENCE-NAM-1.0/Zm-Ki3-REFERENCE-NAM-1.0_Zm00029ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki3-REFERENCE-NAM-1.0/Zm-Ki3-REFERENCE-NAM-1.0_Zm00029ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ki3-REFERENCE-NAM-1.0/Zm-Ki3-REFERENCE-NAM-1.0_Zm00029ab.1_entap_results.tsv.gz	45	
NAM_Founders	Zm-Ky21-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00031ab.1	626000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ky21-REFERENCE-NAM-1.0/	Zm-Ky21-REFERENCE-NAM-1.0.fa.gz	Zm-Ky21-REFERENCE-NAM-1.0_Zm00031ab.1.protein.fa.gz	Zm-Ky21-REFERENCE-NAM-1.0_Zm00031ab.1.gff3.gz	Zm-Ky21-REFERENCE-NAM-1.0_Zm00031ab.1.interproscan.tsv.gz		Zm-Ky21-REFERENCE-NAM-1.0_Zm00031ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ky21-REFERENCE-NAM-1.0/Zm-Ky21-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ky21-REFERENCE-NAM-1.0/Zm-Ky21-REFERENCE-NAM-1.0_Zm00031ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ky21-REFERENCE-NAM-1.0/Zm-Ky21-REFERENCE-NAM-1.0_Zm00031ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ky21-REFERENCE-NAM-1.0/Zm-Ky21-REFERENCE-NAM-1.0_Zm00031ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ky21-REFERENCE-NAM-1.0/Zm-Ky21-REFERENCE-NAM-1.0_Zm00031ab.1_entap_results.tsv.gz	45	
NAM_Founders	Zm-M162W-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00033ab.1	628000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M162W-REFERENCE-NAM-1.0/	Zm-M162W-REFERENCE-NAM-1.0.fa.gz	Zm-M162W-REFERENCE-NAM-1.0_Zm00033ab.1.protein.fa.gz	Zm-M162W-REFERENCE-NAM-1.0_Zm00033ab.1.gff3.gz	Zm-M162W-REFERENCE-NAM-1.0_Zm00033ab.1.interproscan.tsv.gz		Zm-M162W-REFERENCE-NAM-1.0_Zm00033ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M162W-REFERENCE-NAM-1.0/Zm-M162W-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M162W-REFERENCE-NAM-1.0/Zm-M162W-REFERENCE-NAM-1.0_Zm00033ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M162W-REFERENCE-NAM-1.0/Zm-M162W-REFERENCE-NAM-1.0_Zm00033ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M162W-REFERENCE-NAM-1.0/Zm-M162W-REFERENCE-NAM-1.0_Zm00033ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M162W-REFERENCE-NAM-1.0/Zm-M162W-REFERENCE-NAM-1.0_Zm00033ab.1_entap_results.tsv.gz	46	
NAM_Founders	Zm-M37W-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00032ab.1	631000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M37W-REFERENCE-NAM-1.0/	Zm-M37W-REFERENCE-NAM-1.0.fa.gz	Zm-M37W-REFERENCE-NAM-1.0_Zm00032ab.1.protein.fa.gz	Zm-M37W-REFERENCE-NAM-1.0_Zm00032ab.1.gff3.gz	Zm-M37W-REFERENCE-NAM-1.0_Zm00032ab.1.interproscan.tsv.gz		Zm-M37W-REFERENCE-NAM-1.0_Zm00032ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M37W-REFERENCE-NAM-1.0/Zm-M37W-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M37W-REFERENCE-NAM-1.0/Zm-M37W-REFERENCE-NAM-1.0_Zm00032ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M37W-REFERENCE-NAM-1.0/Zm-M37W-REFERENCE-NAM-1.0_Zm00032ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M37W-REFERENCE-NAM-1.0/Zm-M37W-REFERENCE-NAM-1.0_Zm00032ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-M37W-REFERENCE-NAM-1.0/Zm-M37W-REFERENCE-NAM-1.0_Zm00032ab.1_entap_results.tsv.gz	45	
NAM_Founders	Zm-Mo18W-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00034ab.1	634000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Mo18W-REFERENCE-NAM-1.0/	Zm-Mo18W-REFERENCE-NAM-1.0.fa.gz	Zm-Mo18W-REFERENCE-NAM-1.0_Zm00034ab.1.protein.fa.gz	Zm-Mo18W-REFERENCE-NAM-1.0_Zm00034ab.1.gff3.gz	Zm-Mo18W-REFERENCE-NAM-1.0_Zm00034ab.1.interproscan.tsv.gz		Zm-Mo18W-REFERENCE-NAM-1.0_Zm00034ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Mo18W-REFERENCE-NAM-1.0/Zm-Mo18W-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Mo18W-REFERENCE-NAM-1.0/Zm-Mo18W-REFERENCE-NAM-1.0_Zm00034ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Mo18W-REFERENCE-NAM-1.0/Zm-Mo18W-REFERENCE-NAM-1.0_Zm00034ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Mo18W-REFERENCE-NAM-1.0/Zm-Mo18W-REFERENCE-NAM-1.0_Zm00034ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Mo18W-REFERENCE-NAM-1.0/Zm-Mo18W-REFERENCE-NAM-1.0_Zm00034ab.1_entap_results.tsv.gz	43	
NAM_Founders	Zm-Ms71-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00035ab.1	635000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ms71-REFERENCE-NAM-1.0/	Zm-Ms71-REFERENCE-NAM-1.0.fa.gz	Zm-Ms71-REFERENCE-NAM-1.0_Zm00035ab.1.protein.fa.gz	Zm-Ms71-REFERENCE-NAM-1.0_Zm00035ab.1.gff3.gz	Zm-Ms71-REFERENCE-NAM-1.0_Zm00035ab.1.interproscan.tsv.gz		Zm-Ms71-REFERENCE-NAM-1.0_Zm00035ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ms71-REFERENCE-NAM-1.0/Zm-Ms71-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ms71-REFERENCE-NAM-1.0/Zm-Ms71-REFERENCE-NAM-1.0_Zm00035ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ms71-REFERENCE-NAM-1.0/Zm-Ms71-REFERENCE-NAM-1.0_Zm00035ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ms71-REFERENCE-NAM-1.0/Zm-Ms71-REFERENCE-NAM-1.0_Zm00035ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Ms71-REFERENCE-NAM-1.0/Zm-Ms71-REFERENCE-NAM-1.0_Zm00035ab.1_entap_results.tsv.gz	45	
NAM_Founders	Zm-NC350-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00036ab.1	648000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC350-REFERENCE-NAM-1.0/	Zm-NC350-REFERENCE-NAM-1.0.fa.gz	Zm-NC350-REFERENCE-NAM-1.0_Zm00036ab.1.protein.fa.gz	Zm-NC350-REFERENCE-NAM-1.0_Zm00036ab.1.gff3.gz	Zm-NC350-REFERENCE-NAM-1.0_Zm00036ab.1.interproscan.tsv.gz		Zm-NC350-REFERENCE-NAM-1.0_Zm00036ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC350-REFERENCE-NAM-1.0/Zm-NC350-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC350-REFERENCE-NAM-1.0/Zm-NC350-REFERENCE-NAM-1.0_Zm00036ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC350-REFERENCE-NAM-1.0/Zm-NC350-REFERENCE-NAM-1.0_Zm00036ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC350-REFERENCE-NAM-1.0/Zm-NC350-REFERENCE-NAM-1.0_Zm00036ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC350-REFERENCE-NAM-1.0/Zm-NC350-REFERENCE-NAM-1.0_Zm00036ab.1_entap_results.tsv.gz	47	
NAM_Founders	Zm-NC358-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00037ab.1	637000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC358-REFERENCE-NAM-1.0/	Zm-NC358-REFERENCE-NAM-1.0.fa.gz	Zm-NC358-REFERENCE-NAM-1.0_Zm00037ab.1.protein.fa.gz	Zm-NC358-REFERENCE-NAM-1.0_Zm00037ab.1.gff3.gz	Zm-NC358-REFERENCE-NAM-1.0_Zm00037ab.1.interproscan.tsv.gz		Zm-NC358-REFERENCE-NAM-1.0_Zm00037ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC358-REFERENCE-NAM-1.0/Zm-NC358-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC358-REFERENCE-NAM-1.0/Zm-NC358-REFERENCE-NAM-1.0_Zm00037ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC358-REFERENCE-NAM-1.0/Zm-NC358-REFERENCE-NAM-1.0_Zm00037ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC358-REFERENCE-NAM-1.0/Zm-NC358-REFERENCE-NAM-1.0_Zm00037ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-NC358-REFERENCE-NAM-1.0/Zm-NC358-REFERENCE-NAM-1.0_Zm00037ab.1_entap_results.tsv.gz	45	
NAM_Founders	Zm-Oh43-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00039ab.1	627000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh43-REFERENCE-NAM-1.0/	Zm-Oh43-REFERENCE-NAM-1.0.fa.gz	Zm-Oh43-REFERENCE-NAM-1.0_Zm00039ab.1.protein.fa.gz	Zm-Oh43-REFERENCE-NAM-1.0_Zm00039ab.1.gff3.gz	Zm-Oh43-REFERENCE-NAM-1.0_Zm00039ab.1.interproscan.tsv.gz		Zm-Oh43-REFERENCE-NAM-1.0_Zm00039ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh43-REFERENCE-NAM-1.0/Zm-Oh43-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh43-REFERENCE-NAM-1.0/Zm-Oh43-REFERENCE-NAM-1.0_Zm00039ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh43-REFERENCE-NAM-1.0/Zm-Oh43-REFERENCE-NAM-1.0_Zm00039ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh43-REFERENCE-NAM-1.0/Zm-Oh43-REFERENCE-NAM-1.0_Zm00039ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh43-REFERENCE-NAM-1.0/Zm-Oh43-REFERENCE-NAM-1.0_Zm00039ab.1_entap_results.tsv.gz	37	
NAM_Founders	Zm-Oh7B-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00038ab.1	624000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh7B-REFERENCE-NAM-1.0/	Zm-Oh7B-REFERENCE-NAM-1.0.fa.gz	Zm-Oh7B-REFERENCE-NAM-1.0_Zm00038ab.1.protein.fa.gz	Zm-Oh7B-REFERENCE-NAM-1.0_Zm00038ab.1.gff3.gz	Zm-Oh7B-REFERENCE-NAM-1.0_Zm00038ab.1.interproscan.tsv.gz		Zm-Oh7B-REFERENCE-NAM-1.0_Zm00038ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh7B-REFERENCE-NAM-1.0/Zm-Oh7B-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh7B-REFERENCE-NAM-1.0/Zm-Oh7B-REFERENCE-NAM-1.0_Zm00038ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh7B-REFERENCE-NAM-1.0/Zm-Oh7B-REFERENCE-NAM-1.0_Zm00038ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh7B-REFERENCE-NAM-1.0/Zm-Oh7B-REFERENCE-NAM-1.0_Zm00038ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Oh7B-REFERENCE-NAM-1.0/Zm-Oh7B-REFERENCE-NAM-1.0_Zm00038ab.1_entap_results.tsv.gz	37	
NAM_Founders	Zm-P39-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00040ab.1	618000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-P39-REFERENCE-NAM-1.0/	Zm-P39-REFERENCE-NAM-1.0.fa.gz	Zm-P39-REFERENCE-NAM-1.0_Zm00040ab.1.protein.fa.gz	Zm-P39-REFERENCE-NAM-1.0_Zm00040ab.1.gff3.gz	Zm-P39-REFERENCE-NAM-1.0_Zm00040ab.1.interproscan.tsv.gz		Zm-P39-REFERENCE-NAM-1.0_Zm00040ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-P39-REFERENCE-NAM-1.0/Zm-P39-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-P39-REFERENCE-NAM-1.0/Zm-P39-REFERENCE-NAM-1.0_Zm00040ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-P39-REFERENCE-NAM-1.0/Zm-P39-REFERENCE-NAM-1.0_Zm00040ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-P39-REFERENCE-NAM-1.0/Zm-P39-REFERENCE-NAM-1.0_Zm00040ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-P39-REFERENCE-NAM-1.0/Zm-P39-REFERENCE-NAM-1.0_Zm00040ab.1_entap_results.tsv.gz	45	
NAM_Founders	Zm-Tx303-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00041ab.1	633000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tx303-REFERENCE-NAM-1.0/	Zm-Tx303-REFERENCE-NAM-1.0.fa.gz	Zm-Tx303-REFERENCE-NAM-1.0_Zm00041ab.1.protein.fa.gz	Zm-Tx303-REFERENCE-NAM-1.0_Zm00041ab.1.gff3.gz	Zm-Tx303-REFERENCE-NAM-1.0_Zm00041ab.1.interproscan.tsv.gz		Zm-Tx303-REFERENCE-NAM-1.0_Zm00041ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tx303-REFERENCE-NAM-1.0/Zm-Tx303-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tx303-REFERENCE-NAM-1.0/Zm-Tx303-REFERENCE-NAM-1.0_Zm00041ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tx303-REFERENCE-NAM-1.0/Zm-Tx303-REFERENCE-NAM-1.0_Zm00041ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tx303-REFERENCE-NAM-1.0/Zm-Tx303-REFERENCE-NAM-1.0_Zm00041ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tx303-REFERENCE-NAM-1.0/Zm-Tx303-REFERENCE-NAM-1.0_Zm00041ab.1_entap_results.tsv.gz	45	
NAM_Founders	Zm-Tzi8-REFERENCE-NAM-1.0	Zea mays subsp. mays	Zea	maize	2	single	True	1.0	Zm00042ab.1	651000000	COMPRESSED file size in bytes (from FTP listing) - NOT assembly base count. Do not use for runtime/array sizing; real base counts are logged per task by helixer_array.sh.	True	True	False	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tzi8-REFERENCE-NAM-1.0/	Zm-Tzi8-REFERENCE-NAM-1.0.fa.gz	Zm-Tzi8-REFERENCE-NAM-1.0_Zm00042ab.1.protein.fa.gz	Zm-Tzi8-REFERENCE-NAM-1.0_Zm00042ab.1.gff3.gz	Zm-Tzi8-REFERENCE-NAM-1.0_Zm00042ab.1.interproscan.tsv.gz		Zm-Tzi8-REFERENCE-NAM-1.0_Zm00042ab.1_entap_results.tsv.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tzi8-REFERENCE-NAM-1.0/Zm-Tzi8-REFERENCE-NAM-1.0.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tzi8-REFERENCE-NAM-1.0/Zm-Tzi8-REFERENCE-NAM-1.0_Zm00042ab.1.protein.fa.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tzi8-REFERENCE-NAM-1.0/Zm-Tzi8-REFERENCE-NAM-1.0_Zm00042ab.1.gff3.gz	https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tzi8-REFERENCE-NAM-1.0/Zm-Tzi8-REFERENCE-NAM-1.0_Zm00042ab.1.interproscan.tsv.gz		https://download.maizegdb.org/Genomes/NAM_Founders/Zm-Tzi8-REFERENCE-NAM-1.0/Zm-Tzi8-REFERENCE-NAM-1.0_Zm00042ab.1_entap_results.tsv.gz	45	
